word	primary_house	houses	ambiguous	sources
railroader	6	6	no	employee(H6)
railway car	4	4	no	car(H4)
railway man	6	6	no	employee(H6)
railwayman	6	6	no	employee(H6)
rainbow	11	11	no	hope(H11)
rally	3	3	no	effort(H3)
rallying	3	3	no	effort(H3)
ranch hand	3	3	no	hand(H3)
ranch house	4	4	no	house(H4)
random number generator	6	6	no	routine(H6)
rangeland	4	4	no	land(H4); soil(H4)
rank	1	1,10	yes	body(H1); status(H10); rank(H10)
rank and file	10	10	no	rank(H10)
rapid eye movement	12	12	no	sleep(H12)
rapscallion	5	5	no	child(H5); kid(H5)
rare earth	11	11	no	group(H11)
rare-earth element	11	11	no	group(H11)
raree-show	5	5	no	show(H5)
rascal	5	5	no	child(H5); kid(H5)
rat race	6	6	no	routine(H6)
ratables	4	4	no	property(H4)
rateables	4	4	no	property(H4)
rating	10	10	no	rank(H10)
rationalism	9	9	no	philosophy(H9)
raven	2	2	no	eating(H2)
raw talent	3	3	no	talent(H3)
rawness	6	6	no	pain(H6)
razmataz	5	5	no	play(H5)
razzle	5	5	no	play(H5)
razzle-dazzle	5	5	no	play(H5)
razzmatazz	5	5	no	play(H5)
reaching	10	10	no	achievement(H10)
reacquired stock	5	5	no	stock(H5)
reader	7	7	no	client(H7); customer(H7)
readership	7	7	no	audience(H7)
reading teacher	9	9	no	teacher(H9)
real estate	4	4	no	property(H4); real estate(H4)
real estate loan	6	6	no	loan(H6)
real property	4	4	no	property(H4); real estate(H4)
real tennis	5	5	no	tennis(H5)
realm	4	4	no	land(H4)
realpolitik	10	10	no	politics(H10)
realty	4	4	no	property(H4); real estate(H4)
reappearance	1	1	no	appearance(H1)
rear	10	10	no	position(H10)
reason	5	5	no	intellect(H5)
rebirth	12	12	no	salvation(H12)
rebuker	10	10	no	authority(H10)
reckoning	8	8	no	investigation(H8)
reclamation	2	2	no	savings(H2)
reconditeness	9	9	no	wisdom(H9)
record	10	10	no	achievement(H10)
record album	3	3	no	media(H3)
recruitment	10	10	no	achievement(H10)
rectory	4	4	no	residence(H4)
recursive routine	6	6	no	routine(H6)
redaction	3	3	no	writing(H3)
redbrick university	9	9	no	university(H9)
redemption	2	2,12	yes	savings(H2); salvation(H12)
redeposition	2	2	no	deposit(H2)
reducing	12	12	no	loss(H12)
reducing diet	2	2	no	diet(H2)
reel	5	5	no	film(H5)
refer	8	8	no	research(H8)
referred pain	6	6	no	pain(H6)
reflection	8	8	no	transformation(H8)
reformation	2	2	no	savings(H2)
reformism	9	9	no	philosophy(H9)
refugee	12	12	no	exile(H12)
regard	10	10,11	yes	honor(H10); wish(H11)
regime	10	10	no	government(H10)
region	3	3	no	neighborhood(H3)
registrar	6	6	no	employee(H6)
registration	1	1	no	body(H1)
regosol	4	4	no	soil(H4)
regularisation	10	10	no	status(H10)
regularization	10	10	no	status(H10)
reincarnationism	9	9	no	philosophy(H9)
reinforcement	9	9	no	blessing(H9)
reinstatement	10	10	no	status(H10)
reinsurance	8	8	no	insurance(H8)
relearn	5	5	no	learning(H5)
release	8	8,10	yes	death(H8); achievement(H10)
relief	4	4	no	comfort(H4)
religion	9	9	no	religion(H9); faith(H9)
religious belief	9	9	no	religion(H9); faith(H9)
religious cult	9	9	no	religion(H9); faith(H9)
religious doctrine	9	9	no	philosophy(H9)
religious mysticism	9	9	no	religion(H9); faith(H9)
religious order	9	9	no	religion(H9); faith(H9)
religious residence	4	4	no	residence(H4)
religious sect	9	9	no	religion(H9); faith(H9)
religious service	6	6	no	service(H6)
religious text	3	3	no	writing(H3)
religious writing	3	3	no	writing(H3)
relinquishing	12	12	no	renunciation(H12)
relinquishment	12	12	no	renunciation(H12)
relishing	2	2	no	eating(H2)
rem	12	12	no	sleep(H12)
rem sleep	12	12	no	sleep(H12)
remains	1	1	no	body(H1)
remand	12	12	no	jail(H12)
remarriage	7	7	no	marriage(H7); wedding(H7)
remission	12	12	no	salvation(H12)
remission of sin	12	12	no	salvation(H12)
remittal	12	12	no	salvation(H12)
remittance man	12	12	no	exile(H12)
remonstrance	3	3	no	communication(H3)
remonstration	3	3	no	communication(H3)
remuneration	2	2	no	earnings(H2)
renal colic	6	6	no	pain(H6)
renouncement	12	12	no	renunciation(H12)
renown	10	10	no	honor(H10)
rent	11	11	no	yield(H11)
rent out	6	6	no	loan(H6)
rental	4	4	no	property(H4)
rental income	2	2	no	income(H2)
renunciation	12	12	no	renunciation(H12)
repair	10	10	no	status(H10)
repatriation	11	11	no	return(H11)
repletion	2	2	no	eating(H2)
report	5	5,10	yes	study(H5); reputation(H10)
repose	4	4	no	peace(H4)
representation	1	1	no	body(H1)
reproacher	10	10	no	authority(H10)
reprover	10	10	no	authority(H10)
repudiation	12	12	no	renunciation(H12)
reputation	10	10	no	reputation(H10); honor(H10)
repute	10	10	no	reputation(H10); honor(H10)
requirement	6	6	no	duty(H6)
requirements contract	7	7	no	contract(H7)
rescript	3	3	no	writing(H3)
rescue	2	2	no	savings(H2)
rescue operation	8	8	no	operation(H8)
research	8	8	no	research(H8); investigation(H8)
research project	8	8	no	research(H8)
reseau	11	11	no	network(H11)
reservation	7	7	no	agreement(H7)
resh	3	3	no	letter(H3)
residence	4	4	no	house(H4); residence(H4)
residency	4	4	no	residence(H4)
residual clay	4	4	no	soil(H4)
residual soil	4	4	no	soil(H4)
resistance	10	10	no	status(H10)
resource	2	2	no	asset(H2)
respect	10	10	no	honor(H10)
respiratory disease	6	6	no	disease(H6)
respiratory disorder	6	6	no	disease(H6)
respiratory illness	6	6	no	disease(H6)
responsibility	6	6	no	duty(H6)
rest	8	8	no	death(H8)
restaurant attendant	6	6	no	employee(H6)
restraint	12	12	no	confinement(H12)
resurvey	5	5	no	study(H5)
retention	2	2	no	possession(H2)
reticulum	11	11	no	network(H11)
retirement	10	10	no	status(H10)
retreat	12	12	no	retreat(H12)
retrench	7	7	no	husband(H7)
retrenchment	2	2	no	savings(H2)
retrogression	8	8	no	transformation(H8)
return	2	2,11	yes	income(H2); yield(H11); return(H11)
reusable routine	6	6	no	routine(H6)
revealed religion	9	9	no	religion(H9); faith(H9)
revenue tariff	6	6	no	duty(H6)
reverie	12	12	no	dream(H12)
revery	12	12	no	dream(H12)
revision	3	3	no	writing(H3)
reward	9	9	no	blessing(H9)
rewrite	3	3	no	writing(H3)
rhaeto-romance	5	5	no	romance(H5)
rhaeto-romanic	5	5	no	romance(H5)
rheumatism	6	6	no	disease(H6)
rho	3	3	no	letter(H3)
ribbon	10	10	no	honor(H10)
riches	2	2	no	wealth(H2)
richness	2	2,4	yes	wealth(H2); property(H4)
riding	5	5	no	sport(H5)
riding master	9	9	no	teacher(H9)
right	3	3,10	yes	hand(H3); position(H10)
right hand	3	3	no	hand(H3)
righteousness	9	9	no	morality(H9)
rightness	9	9	no	morality(H9)
risk	5	5	no	gambling(H5)
rival	6	6	no	competitor(H6); rival(H6)
riverbank	2	2	no	bank(H2)
riverside	2	2	no	bank(H2)
road roller	4	4	no	vehicle(H4)
road show	5	5	no	show(H5)
roadblock	6	6	no	obstacle(H6)
roadkill	1	1	no	body(H1)
roadster	4	4	no	car(H4)
rock climbing	5	5	no	sport(H5)
rock garden	4	4	no	garden(H4)
rockery	4	4	no	garden(H4)
rocket	4	4	no	vehicle(H4)
rocking horse	3	3,5	yes	hobby(H3); hobby(H5)
role	6	6	no	duty(H6)
roll	5	5	no	film(H5)
roll film	5	5	no	film(H5)
romance	5	5	no	romance(H5)
romance language	5	5	no	romance(H5)
romanian	5	5	no	romance(H5)
romanticism	5	5	no	romance(H5)
rome	10	10	no	leadership(H10)
romeo	5	5	no	lover(H5)
roof garden	4	4	no	garden(H4)
roofing	7	7	no	trade(H7)
roomie	11	11	no	friend(H11)
rooming house	4	4	no	house(H4)
roommate	11	11	no	friend(H11)
roomy	11	11	no	friend(H11)
root	4	4	no	roots(H4)
rootage	4	4	no	roots(H4)
rootlet	4	4	no	roots(H4)
roots	4	4	no	roots(H4)
roping	6	6	no	labor(H6)
rose garden	4	4	no	garden(H4)
roseola infantilis	6	6	no	disease(H6)
roseola infantum	6	6	no	disease(H6)
rosiness	1	1	no	complexion(H1)
rotation	8	8	no	transformation(H8)
rough cut	5	5	no	movie(H5); film(H5)
round robin	3	3	no	letter(H3)
routine	6	6	no	routine(H6)
row	5	5	no	sport(H5)
row house	4	4	no	house(H4)
rowing	5	5	no	sport(H5)
royal court	10	10	no	government(H10)
royal tennis	5	5	no	tennis(H5)
rub	6	6	no	obstacle(H6)
rubbing	3	3	no	effort(H3)
rubidium-strontium dating	5	5	no	dating(H5)
ruddiness	1	1	no	complexion(H1)
rugby	5	5	no	football(H5)
rugby football	5	5	no	football(H5)
rugger	5	5	no	football(H5)
rumanian	5	5	no	romance(H5)
ruminate	2	2	no	eating(H2)
run	3	3	no	effort(H3)
run a risk	5	5	no	gambling(H5)
runabout	4	4	no	car(H4)
runner-up	6	6	no	competitor(H6); rival(H6)
running	8	8	no	operation(H8)
running hand	3	3	no	hand(H3)
rupture	6	6	no	injury(H6)
rustication	10	10	no	status(H10)
rustiness	10	10	no	status(H10)
rut	6	6	no	routine(H6)
s.u.v.	4	4	no	car(H4)
sack	11	11	no	profit(H11)
sack up	11	11	no	profit(H11)
sacred college	1	1	no	body(H1)
sacred scripture	9	9	no	scripture(H9)
sacred text	3	3	no	writing(H3)
sacred writing	3	3	no	writing(H3)
sacrifice	12	12	no	loss(H12)
sadhe	3	3	no	letter(H3)
safe house	4	4	no	house(H4)
safekeeping	6	6	no	duty(H6)
safety	10	10	no	status(H10)
safety bicycle	4	4	no	bike(H4)
safety bike	4	4	no	bike(H4)
safety net	11	11	no	network(H11)
sagaciousness	9	9	no	wisdom(H9)
sagacity	9	9	no	wisdom(H9)
sage	9	9	no	mentor(H9)
sailing	6	6	no	work(H6)
sainthood	11	11	no	group(H11)
salary	2	2	no	earnings(H2)
sale	7	7	no	agreement(H7)
sale in gross	7	7	no	contract(H7)
sales	2	2	no	income(H2)
sales agreement	7	7	no	agreement(H7)
sales incentive	11	11	no	bonus(H11)
sales pitch	10	10	no	promotion(H10)
sales promotion	10	10	no	promotion(H10)
sales rep	6	6	no	employee(H6)
sales representative	6	6	no	employee(H6)
sales talk	10	10	no	promotion(H10)
salesmanship	3	3	no	skill(H3)
salesperson	6	6	no	employee(H6)
sallowness	1	1	no	complexion(H1)
saloon	4	4	no	car(H4)
salsify	4	4	no	roots(H4)
salt lick	2	2	no	deposit(H2)
salt mine	6	6,10	yes	job(H6); occupation(H10)
salt-free diet	2	2	no	diet(H2)
saltbox	4	4	no	house(H4)
saltiness	4	4	no	property(H4)
salvage	2	2,4	yes	savings(H2); property(H4)
salvation	2	2,12	yes	savings(H2); salvation(H12)
samekh	3	3	no	letter(H3)
sanatarium	12	12	no	hospital(H12)
sanatorium	12	12	no	hospital(H12)
sanctuary	4	4	no	property(H4)
sanctum	12	12	no	retreat(H12)
sanctum sanctorum	12	12	no	retreat(H12)
sand	4	4	no	soil(H4)
sandfly fever	6	6	no	disease(H6)
sandwichman	6	6	no	employee(H6)
sanitarium	12	12	no	hospital(H12)
sanitary condition	10	10	no	status(H10)
sapience	9	9	no	wisdom(H9)
sarsaparilla root	4	4	no	roots(H4)
satiate	2	2	no	eating(H2)
saturation	10	10	no	status(H10)
saturnism	6	6	no	illness(H6); sickness(H6)
satyr play	5	5	no	play(H5)
save-all	11	11	no	network(H11)
saving	2	2	no	savings(H2)
savings	2	2	no	savings(H2)
savoring	2	2	no	eating(H2)
savouring	2	2	no	eating(H2)
say-so	10	10	no	authority(H10)
saying	2	2	no	speech(H2)
scablands	4	4	no	land(H4); soil(H4)
scalawag	5	5	no	child(H5); kid(H5)
scallywag	5	5	no	child(H5); kid(H5)
scamp	5	5	no	child(H5); kid(H5)
scandal	8	8	no	scandal(H8)
scandalisation	10	10	no	status(H10)
scandalization	10	10	no	status(H10)
scarf out	2	2	no	eating(H2)
scatophagy	2	2	no	eating(H2)
scenery	3	3	no	neighborhood(H3)
scent	4	4	no	property(H4)
sceptic	5	5	no	intellect(H5)
scheme	11	11	no	group(H11)
scholar	5	5	no	intellect(H5)
scholarly person	5	5	no	intellect(H5)
scholarship	5	5	no	learning(H5); education(H5)
school	1	1,5	yes	body(H1); education(H5)
school newspaper	3	3	no	newspaper(H3)
school of thought	9	9	no	philosophy(H9)
school paper	3	3	no	newspaper(H3)
school teacher	9	9	no	teacher(H9)
schoolfellow	11	11	no	friend(H11)
schoolfriend	11	11	no	friend(H11)
schooling	5	5	no	education(H5)
schoolmate	11	11	no	friend(H11)
schoolteacher	9	9	no	teacher(H9)
science	3	3	no	skill(H3)
science teacher	9	9	no	teacher(H9)
scientific research	8	8	no	research(H8)
scientology	9	9	no	religion(H9); faith(H9)
score	6	6	no	debt(H6)
scrambler	4	4	no	bike(H4)
scratch	2	2,3,6	yes	money(H2); hand(H3); competitor(H6); rival(H6)
scrawl	3	3	no	hand(H3)
screed	3	3	no	writing(H3)
scribble	3	3	no	hand(H3)
scribe	6	6	no	employee(H6)
script	3	3	no	hand(H3)
scripture	9	9	no	scripture(H9)
scrivener	6	6	no	employee(H6)
scruples	9	9	no	ethics(H9); morality(H9)
scrutiny	8	8	no	investigation(H8)
scut work	6	6	no	job(H6)
sea change	8	8	no	transformation(H8)
seafaring	6	6	no	work(H6)
seafood	2	2	no	food(H2)
seal	10	10	no	honor(H10)
seal of approval	10	10	no	honor(H10)
sealed instrument	7	7	no	contract(H7)
seamanship	3	3	no	skill(H3)
search	8	8	no	investigation(H8)
seating	6	6	no	service(H6)
secessionism	9	9	no	philosophy(H9)
second	10	10	no	rank(H10)
second banana	6	6	no	subordinate(H6)
second best	6	6	no	competitor(H6); rival(H6)
second class	10	10	no	rank(H10)
second estate	4	4	no	estate(H4)
second fiddle	6	6	no	subordinate(H6)
secondary education	5	5	no	education(H5)
secondhand car	4	4	no	car(H4)
secrecy	12	12	no	isolation(H12)
secret	8	8	no	mystery(H8); secret(H8)
secret writing	3	3	no	writing(H3)
secrete	8	8	no	hidden(H8)
sect	9	9	no	religion(H9); faith(H9)
section	3	3	no	writing(H3)
section man	9	9	no	teacher(H9)
secular games	11	11	no	celebration(H11)
secular humanism	9	9	no	philosophy(H9)
secularism	9	9	no	philosophy(H9)
sedan	4	4	no	car(H4)
sediment	2	2	no	deposit(H2)
sedimentary clay	4	4	no	soil(H4)
sedimentation	2	2	no	deposit(H2)
seeking	3	3	no	effort(H3)
seer	5	5	no	intellect(H5)
seigneury	4	4	no	estate(H4)
seigniory	4	4	no	estate(H4)
selectivity	4	4	no	property(H4)
self	1	1	no	self(H1); ego(H1)
self-cultivation	5	5	no	education(H5)
self-education	5	5	no	education(H5)
self-fulfillment	11	11	no	fulfillment(H11)
self-importance	1	1	no	ego(H1)
self-insurance	8	8	no	insurance(H8)
self-realisation	11	11	no	fulfillment(H11)
self-realization	11	11	no	fulfillment(H11)
seller	7	7	no	seller(H7)
selling agent	7	7	no	seller(H7)
semblance	1	1	no	appearance(H1)
semi-detached house	4	4	no	home(H4); dwelling(H4)
semidetached house	4	4	no	house(H4)
semifinalist	6	6	no	competitor(H6); rival(H6)
senega	4	4	no	roots(H4)
seniority	8	8	no	longevity(H8)
sequence	5	5	no	film(H5)
serenity	4	4	no	peace(H4)
series	11	11	no	group(H11)
sermon	2	2	no	speech(H2)
serration	10	10	no	status(H10)
service	6	6	no	work(H6); service(H6)
service contract	7	7	no	contract(H7)
service routine	6	6	no	routine(H6)
services	6	6	no	work(H6)
setting	10	10	no	position(H10)
settlement	1	1,7,11	yes	body(H1); constitution(H1); agreement(H7); community(H11)
settlings	2	2	no	deposit(H2)
seventeenth	10	10	no	rank(H10)
seventh	10	10	no	rank(H10)
seventieth	10	10	no	rank(H10)
severable contract	7	7	no	contract(H7)
severance agreement	7	7	no	agreement(H7)
sex	2	2	no	family(H2)
sexual desire	11	11	no	desire(H11)
sexual morality	9	9	no	morality(H9)
shaft	3	3	no	arm(H3)
shamanism	9	9	no	religion(H9); faith(H9)
shape	1	1	no	body(H1); appearance(H1)
share	3	3	no	effort(H3)
shareholding	4	4	no	property(H4)
sharpness	5	5	no	intelligence(H5)
shaver	5	5	no	child(H5); kid(H5)
sheet	3	3	no	newspaper(H3)
sheet-metal work	7	7	no	trade(H7)
sheika	7	7	no	wife(H7)
sheikdom	4	4	no	land(H4)
sheikha	7	7	no	wife(H7)
sheikhdom	4	4	no	land(H4)
shekels	2	2	no	money(H2)
shield	8	8	no	hidden(H8)
shift	8	8	no	transformation(H8)
shin	3	3	no	letter(H3)
shingling	7	7	no	trade(H7)
shining	6	6	no	work(H6)
shinplaster	2	2	no	money(H2)
shinto	9	9	no	religion(H9); faith(H9)
shintoism	9	9	no	religion(H9); faith(H9)
shipping articles	7	7	no	contract(H7)
shipping office	10	10	no	office(H10)
shipwreck	8	8	no	accident(H8)
shitwork	6	6	no	job(H6)
shock	8	8	no	shock(H8)
shoe repairing	7	7	no	trade(H7)
shoemaking	7	7	no	trade(H7)
shoot craps	5	5	no	gambling(H5)
shoot-'em-up	5	5	no	movie(H5); film(H5)
shopper	7	7	no	client(H7); customer(H7)
shopwalker	6	6	no	employee(H6)
short subject	5	5	no	movie(H5); film(H5)
shorthand	3	3	no	hand(H3)
shot	3	3	no	effort(H3)
shovel in	2	2	no	eating(H2)
show	5	5	no	show(H5); entertainment(H5)
show-stopper	6	6	no	routine(H6)
showing	5	5	no	show(H5)
showmanship	3	3	no	skill(H3)
showstopper	6	6	no	routine(H6)
showtime	1	1	no	beginning(H1)
shrewdness	5	5	no	intelligence(H5)
shroud	8	8	no	hidden(H8)
shuteye	12	12	no	sleep(H12)
sib	3	3	no	sibling(H3)
sibling	3	3	no	sibling(H3)
sick pay	2	2	no	earnings(H2)
sickness	6	6	no	illness(H6); sickness(H6)
sidekick	3	3,11	yes	brother(H3); friend(H11)
sideline	3	3,5	yes	hobby(H3); hobby(H5)
sideshow	5	5	no	show(H5)
sids	8	8	no	death(H8)
sigeh	7	7	no	marriage(H7)
sight	7	7,10	yes	deal(H7); position(H10)
sigma	3	3	no	letter(H3)
sign	3	3	no	communication(H3)
signal	3	3	no	communication(H3)
signaling	3	3	no	communication(H3)
signora	7	7	no	wife(H7)
signory	4	4	no	estate(H4)
sikhism	9	9	no	religion(H9); faith(H9)
silence	10	10	no	status(H10)
silent movie	5	5	no	movie(H5); film(H5)
silent partner	7	7	no	partner(H7)
silent picture	5	5	no	movie(H5); film(H5)
silents	5	5	no	movie(H5); film(H5)
silly	5	5	no	child(H5); kid(H5)
silt	4	4	no	soil(H4)
silver screen	5	5	no	film(H5); cinema(H5)
silverwork	6	6	no	work(H6)
simoleons	2	2	no	money(H2)
sin	3	3	no	letter(H3)
singing voice	2	2	no	voice(H2)
single dwelling	4	4	no	house(H4)
singles	5	5	no	tennis(H5)
sinlessness	10	10	no	status(H10)
sire	9	9	no	father(H9)
sis	3	3	no	sister(H3)
sister	3	3	no	sister(H3)
site	10	10	no	position(H10)
situation	6	6,10	yes	job(H6); occupation(H10); status(H10); position(H10)
sixteenth	10	10	no	rank(H10)
sixth	10	10	no	rank(H10)
sixth sense	8	8	no	intuition(H8)
sixtieth	10	10	no	rank(H10)
size	4	4	no	property(H4)
skating	5	5	no	sport(H5)
skeleton	8	8	no	scandal(H8)
skeptic	5	5	no	intellect(H5)
ski conditions	10	10	no	status(H10)
skibob	4	4	no	vehicle(H4)
skiing	5	5	no	sport(H5)
skill	3	3	no	skill(H3)
skin color	1	1	no	complexion(H1)
skin colour	1	1	no	complexion(H1)
skin disease	6	6	no	disease(H6)
skin disorder	6	6	no	disease(H6)
skin flick	5	5	no	movie(H5); film(H5)
skulk	8	8	no	hidden(H8)
slammer	12	12	no	jail(H12)
slasher	3	3	no	arm(H3)
slavery	6	6	no	labor(H6)
sled	4	4	no	vehicle(H4)
sledding	5	5,10	yes	sport(H5); achievement(H10)
sledge	4	4	no	vehicle(H4)
sleekness	1	1	no	appearance(H1)
sleep	8	8,12	yes	death(H8); sleep(H12)
sleeping	12	12	no	sleep(H12)
sleeping partner	7	7	no	partner(H7)
sleigh	4	4	no	vehicle(H4)
slew	7	7	no	deal(H7)
sling	3	3	no	arm(H3)
slip carriage	4	4	no	car(H4)
slip coach	4	4	no	car(H4)
slop	2	2	no	food(H2)
slot	10	10	no	status(H10)
slow motion	5	5	no	movie(H5); film(H5)
slumber	12	12	no	sleep(H12)
slurp	2	2	no	eating(H2)
small fry	5	5	no	child(H5); kid(H5)
small town	11	11	no	community(H11)
smallholding	4	4	no	estate(H4)
smart	6	6	no	pain(H6)
smart money	5	5	no	speculation(H5)
smarting	6	6	no	pain(H6)
smartness	5	5,6	yes	intelligence(H5); pain(H6)
smell	4	4	no	property(H4)
smooth	10	10	no	achievement(H10)
snack	2	2	no	eating(H2)
snag	6	6	no	obstacle(H6)
snood	11	11	no	network(H11)
snugness	4	4	no	comfort(H4)
soccer	5	5	no	football(H5)
sociable	11	11	no	social(H11)
social	11	11	no	social(H11)
social contract	7	7	no	agreement(H7)
social group	11	11	no	group(H11)
social rank	10	10	no	status(H10)
social service	6	6	no	work(H6)
social station	10	10	no	status(H10)
social status	10	10	no	status(H10)
society	11	11	no	friendship(H11)
sod	4	4,6	yes	land(H4); soil(H4); cat(H6)
sod house	4	4	no	house(H4)
soddy	4	4	no	house(H4)
soft diet	2	2	no	diet(H2)
soil	4	4	no	land(H4); soil(H4)
solace	4	4	no	comfort(H4)
solacement	4	4	no	comfort(H4)
solar house	4	4	no	house(H4)
soldiering	3	3	no	skill(H3)
soldiership	3	3	no	skill(H3)
solemnisation	11	11	no	celebration(H11)
solemnization	11	11	no	celebration(H11)
solid food	2	2	no	food(H2)
soliloquy	2	2	no	speech(H2)
solitariness	12	12	no	isolation(H12)
solitary	12	12	no	confinement(H12)
solitary confinement	12	12	no	confinement(H12)
solitude	12	12	no	isolation(H12); solitude(H12)
solubility	4	4	no	property(H4)
solvability	4	4	no	property(H4)
soma	1	1	no	body(H1)
sopor	12	12	no	sleep(H12)
soreness	6	6	no	pain(H6)
soul food	2	2	no	food(H2)
soul mate	5	5	no	lover(H5)
sound property	4	4	no	property(H4)
soundness	10	10	no	status(H10)
source	4	4	no	roots(H4)
sovereignty	10	10	no	authority(H10)
spadework	6	6	no	work(H6)
spanish	5	5	no	romance(H5)
spare-time activity	3	3,5	yes	hobby(H3); hobby(H5)
spark	1	1	no	vitality(H1)
spark arrester	11	11	no	network(H11)
sparker	11	11	no	network(H11)
sparkle	1	1	no	vitality(H1)
spate	7	7	no	deal(H7)
spatial property	4	4	no	property(H4)
spatiality	4	4	no	property(H4)
speaking	2	2	no	speech(H2)
spear	3	3	no	arm(H3)
special contract	7	7	no	contract(H7)
special education	5	5	no	education(H5)
specialisation	10	10	no	career(H10); vocation(H10)
specialism	10	10	no	career(H10); vocation(H10)
speciality	2	2,10	yes	asset(H2); career(H10); vocation(H10)
specialization	10	10	no	career(H10); vocation(H10)
specialty	2	2,10	yes	asset(H2); career(H10); vocation(H10)
specifier	5	5	no	intellect(H5)
spectator sport	5	5	no	sport(H5)
speculation	5	5,12	yes	speculation(H5); investment(H5); meditation(H12)
speech	2	2	no	speech(H2)
speech communication	2	2	no	speech(H2)
speech community	11	11	no	community(H11)
speechmaking	2	2	no	speech(H2)
spelaeology	3	3,5	yes	hobby(H3); hobby(H5)
speleology	3	3,5	yes	hobby(H3); hobby(H5)
spell	2	2	no	speech(H2)
spender	7	7	no	client(H7); customer(H7)
spending	12	12	no	expenditure(H12)
sphacelus	8	8	no	death(H8)
spirit	1	1	no	character(H1)
spiritual rebirth	12	12	no	salvation(H12)
spirituality	4	4	no	property(H4)
spiritualty	4	4	no	property(H4)
spitz	6	6	no	dog(H6)
spoken communication	2	2	no	speech(H2)
spoken language	2	2	no	speech(H2)
spoon food	2	2	no	diet(H2)
sport	5	5,6,10	yes	sport(H5); fun(H5); job(H6); occupation(H10)
sport car	4	4	no	car(H4)
sport utility	4	4	no	car(H4)
sport utility vehicle	4	4	no	car(H4)
sporting life	5	5	no	gambling(H5)
sports car	4	4	no	car(H4)
spot	6	6,10	yes	job(H6); occupation(H10)
spotter	6	6	no	employee(H6)
spousal relationship	7	7	no	marriage(H7)
spouse	7	7	no	spouse(H7); partner(H7)
sprechgesang	2	2	no	voice(H2)
sprechstimme	2	2	no	voice(H2)
spring	4	4	no	roots(H4)
sprog	5	5	no	child(H5); kid(H5)
spunk	3	3	no	courage(H3)
squad car	4	4	no	car(H4)
squeak	10	10	no	achievement(H10)
squeaker	10	10	no	achievement(H10)
squeamishness	6	6	no	sickness(H6)
squeeze	3	3,5	yes	effort(H3); lover(H5)
squeeze play	3	3	no	effort(H3)
stab	3	3	no	effort(H3)
stableboy	3	3	no	hand(H3)
stableman	3	3	no	hand(H3)
stack	7	7	no	deal(H7)
staff	1	1	no	body(H1)
staff member	6	6	no	employee(H6)
staffer	6	6	no	employee(H6)
stage technician	6	6	no	employee(H6)
stagehand	6	6	no	employee(H6)
stain	1	1,4	yes	appearance(H1); soil(H4)
stamen	1	1	no	stamina(H1)
stamina	1	1	no	stamina(H1)
stamp	2	2	no	family(H2)
stand	10	10	no	position(H10)
standardisation	10	10	no	status(H10)
standardization	10	10	no	status(H10)
standing	10	10	no	status(H10)
stanley steamer	4	4	no	car(H4)
stardust	5	5	no	romance(H5)
start	1	1	no	beginning(H1)
starting point	1	1	no	beginning(H1)
starting time	1	1	no	beginning(H1)
state	10	10	no	government(H10)
state government	10	10	no	government(H10)
state prison	12	12	no	prison(H12)
statecraft	9	9	no	wisdom(H9)
states' rights	9	9	no	philosophy(H9)
statesmanship	9	9	no	wisdom(H9)
station	10	10	no	position(H10)
station waggon	4	4	no	car(H4)
station wagon	4	4	no	car(H4)
status	10	10	no	status(H10)
status seeking	10	10	no	ambition(H10)
staying power	1	1	no	stamina(H1)
steady	5	5	no	lover(H5)
steamroller	4	4	no	vehicle(H4)
steel	3	3	no	arm(H3)
stenography	3	3	no	hand(H3)
step	10	10	no	rank(H10)
stepbrother	3	3	no	brother(H3)
stepchild	5	5	no	child(H5)
stepsister	3	3	no	sister(H3)
sterling	2	2	no	money(H2)
stiff	1	1	no	body(H1)
stigmatism	10	10	no	status(H10)
sting	6	6	no	pain(H6); injury(H6)
stinging	6	6	no	pain(H6)
stint	6	6	no	job(H6)
stitch	6	6	no	pain(H6)
stock	5	5,10	yes	stock(H5); reputation(H10)
stock car	4	4	no	car(H4)
stock-taker	6	6	no	employee(H6)
stockholding	4	4	no	property(H4)
stockholdings	4	4	no	property(H4)
stocktaker	6	6	no	employee(H6)
stopper	6	6	no	routine(H6)
storage medium	3	3	no	media(H3)
stoutheartedness	3	3	no	courage(H3)
stow away	8	8	no	hidden(H8)
straddle	10	10	no	position(H10)
straggle	11	11	no	group(H11)
strain	3	3,6	yes	effort(H3); injury(H6)
straining	3	3	no	effort(H3)
stratocracy	10	10	no	government(H10)
straw boss	10	10	no	boss(H10)
street	3	3	no	neighborhood(H3)
street child	5	5	no	child(H5); kid(H5)
street fighter	6	6	no	competitor(H6); rival(H6)
strength	2	2,4	yes	asset(H2); property(H4)
strengthening	8	8	no	transformation(H8)
strike pay	2	2	no	earnings(H2)
striving	3	3	no	effort(H3)
stroke	8	8	no	accident(H8)
strong point	2	2	no	asset(H2)
strong suit	2	2	no	asset(H2)
struggle	3	3	no	effort(H3)
struma	6	6	no	disease(H6)
student	5	5	no	intellect(H5)
study	5	5	no	learning(H5); study(H5)
stuff	2	2	no	eating(H2)
stumbling block	6	6	no	obstacle(H6)
stun baton	3	3	no	arm(H3)
stun gun	3	3	no	arm(H3)
stunt	3	3	no	effort(H3)
stupor	8	8	no	shock(H8)
style	3	3,4	yes	communication(H3); property(H4)
